ticket_id,customer_id,issue_type,priority,resolution,days_to_resolve,satisfaction_after
TKT-207522,CUST-14260,Login Issue,Medium,Resolved,9,7
TKT-207523,CUST-14260,Service Outage,Low,Resolved,1,5
TKT-207524,CUST-14261,Account Issue,High,Pending,1,2
TKT-207525,CUST-14261,Cancellation Request,Low,Escalated,2,8
TKT-207526,CUST-14261,Billing Issue,High,Pending,3,1
TKT-207527,CUST-14261,Feature Request,Medium,Pending,10,4
TKT-207528,CUST-14263,Feature Request,High,Resolved,7,5
TKT-207529,CUST-14264,Service Outage,Low,Escalated,14,1
TKT-207530,CUST-14264,Account Issue,High,Escalated,9,10
TKT-207531,CUST-14265,Technical Problem,Medium,Closed,9,7
TKT-207532,CUST-14265,Feature Request,Low,Escalated,14,7
TKT-207533,CUST-14265,Feature Request,Low,Pending,5,6
TKT-207534,CUST-14267,Technical Problem,Low,Resolved,5,1
TKT-207535,CUST-14267,Cancellation Request,Medium,Pending,10,8
TKT-207536,CUST-14269,Account Issue,Low,Resolved,8,7
TKT-207537,CUST-14270,Feature Request,Medium,Closed,2,5
TKT-207538,CUST-14270,Technical Problem,High,Escalated,6,6
TKT-207539,CUST-14271,Feature Request,High,Pending,3,10
TKT-207540,CUST-14274,Technical Problem,Medium,Pending,3,4
TKT-207541,CUST-14274,Login Issue,High,Closed,3,1
TKT-207542,CUST-14274,Technical Problem,High,Closed,5,3
TKT-207543,CUST-14274,Speed Problem,Low,Resolved,5,8
TKT-207544,CUST-14274,Technical Problem,Low,Pending,2,6
TKT-207545,CUST-14276,Account Issue,Low,Escalated,7,6
TKT-207546,CUST-14276,Service Outage,Low,Pending,4,8
TKT-207547,CUST-14276,Feature Request,High,Resolved,4,8
TKT-207548,CUST-14277,Login Issue,Low,Closed,5,6
TKT-207549,CUST-14278,Service Outage,High,Pending,12,3
TKT-207550,CUST-14279,Billing Issue,High,Closed,2,9
TKT-207551,CUST-14280,Feature Request,Low,Pending,4,9
TKT-207552,CUST-14282,Feature Request,High,Escalated,3,7
TKT-207553,CUST-14282,Service Outage,Low,Closed,1,1
TKT-207554,CUST-14283,Technical Problem,Medium,Pending,11,8
TKT-207555,CUST-14283,Billing Issue,Low,Closed,7,5
TKT-207556,CUST-14283,Service Outage,Medium,Escalated,7,2
TKT-207557,CUST-14284,Service Outage,High,Resolved,3,6
TKT-207558,CUST-14285,Login Issue,Low,Resolved,4,5
TKT-207559,CUST-14285,Login Issue,Medium,Closed,9,6
TKT-207560,CUST-14285,Service Outage,Medium,Closed,12,7
TKT-207561,CUST-14288,Speed Problem,Medium,Closed,11,1
TKT-207562,CUST-14288,Login Issue,Medium,Pending,9,10
TKT-207563,CUST-14288,Login Issue,Low,Escalated,2,1
TKT-207564,CUST-14289,Feature Request,Medium,Resolved,5,2
TKT-207565,CUST-14289,Account Issue,Low,Escalated,4,9
TKT-207566,CUST-14291,Billing Issue,High,Escalated,6,10
TKT-207567,CUST-14292,Billing Issue,Medium,Escalated,10,10
TKT-207568,CUST-14293,Service Outage,Medium,Pending,4,10
TKT-207569,CUST-14293,Billing Issue,High,Escalated,6,7
TKT-207570,CUST-14293,Service Outage,Low,Closed,9,10
TKT-207571,CUST-14293,Billing Issue,High,Pending,9,3
TKT-207572,CUST-14297,Billing Issue,Medium,Resolved,8,3
TKT-207573,CUST-14297,Login Issue,Low,Resolved,3,4
TKT-207574,CUST-14298,Billing Issue,Medium,Pending,8,6
TKT-207575,CUST-14298,Service Outage,High,Closed,10,3
TKT-207576,CUST-14299,Speed Problem,Medium,Resolved,6,5
TKT-207577,CUST-14302,Billing Issue,Low,Resolved,11,1
TKT-207578,CUST-14302,Technical Problem,Medium,Escalated,7,6
TKT-207579,CUST-14303,Billing Issue,High,Pending,10,10
TKT-207580,CUST-14304,Billing Issue,Medium,Resolved,3,1
TKT-207581,CUST-14304,Feature Request,High,Escalated,7,6
TKT-207582,CUST-14304,Login Issue,Low,Closed,7,4
TKT-207583,CUST-14304,Speed Problem,Medium,Closed,10,7
TKT-207584,CUST-14305,Billing Issue,Low,Escalated,11,1
TKT-207585,CUST-14306,Technical Problem,Medium,Pending,4,5
TKT-207586,CUST-14306,Feature Request,Low,Resolved,5,9
TKT-207587,CUST-14307,Login Issue,High,Pending,6,6
TKT-207588,CUST-14307,Speed Problem,High,Resolved,9,9
TKT-207589,CUST-14308,Service Outage,Low,Closed,9,3
TKT-207590,CUST-14308,Technical Problem,Medium,Resolved,6,5
TKT-207591,CUST-14308,Cancellation Request,High,Resolved,11,1
TKT-207592,CUST-14309,Feature Request,Medium,Resolved,8,7
TKT-207593,CUST-14309,Login Issue,Medium,Resolved,10,2
TKT-207594,CUST-14309,Feature Request,High,Pending,10,10
TKT-207595,CUST-14310,Technical Problem,Low,Resolved,9,2
TKT-207596,CUST-14310,Login Issue,Low,Closed,7,2
TKT-207597,CUST-14310,Cancellation Request,Medium,Escalated,12,5
TKT-207598,CUST-14310,Technical Problem,Low,Resolved,5,6
TKT-207599,CUST-14311,Service Outage,Low,Resolved,6,4
TKT-207600,CUST-14311,Service Outage,High,Closed,14,2
TKT-207601,CUST-14312,Billing Issue,Low,Pending,8,4
TKT-207602,CUST-14312,Technical Problem,Low,Escalated,12,1
TKT-207603,CUST-14312,Login Issue,Medium,Closed,3,2
TKT-207604,CUST-14312,Billing Issue,Medium,Closed,2,5
TKT-207605,CUST-14313,Service Outage,High,Closed,13,6
TKT-207606,CUST-14313,Speed Problem,High,Pending,12,3
TKT-207607,CUST-14314,Service Outage,High,Resolved,14,7
TKT-207608,CUST-14315,Speed Problem,High,Pending,8,3
TKT-207609,CUST-14315,Technical Problem,Medium,Closed,13,5
TKT-207610,CUST-14315,Speed Problem,Medium,Closed,3,3
TKT-207611,CUST-14316,Speed Problem,Low,Escalated,11,6
TKT-207612,CUST-14316,Account Issue,Low,Closed,8,9
TKT-207613,CUST-14316,Cancellation Request,Medium,Escalated,4,10
TKT-207614,CUST-14316,Account Issue,Medium,Resolved,11,8
TKT-207615,CUST-14317,Technical Problem,Medium,Escalated,11,8
TKT-207616,CUST-14317,Login Issue,High,Closed,8,5
TKT-207617,CUST-14317,Account Issue,Low,Closed,10,10
TKT-207618,CUST-14318,Billing Issue,Medium,Closed,4,4
TKT-207619,CUST-14318,Billing Issue,Low,Escalated,13,3
TKT-207620,CUST-14319,Technical Problem,Medium,Closed,13,8
TKT-207621,CUST-14319,Billing Issue,High,Pending,13,8
TKT-207622,CUST-14319,Billing Issue,Medium,Closed,9,7
TKT-207623,CUST-14324,Speed Problem,High,Pending,8,8
TKT-207624,CUST-14324,Feature Request,High,Escalated,13,7
TKT-207625,CUST-14326,Speed Problem,Low,Closed,14,4
TKT-207626,CUST-14326,Speed Problem,High,Resolved,1,6
TKT-207627,CUST-14327,Account Issue,Medium,Pending,11,9
TKT-207628,CUST-14327,Speed Problem,Low,Closed,6,6
TKT-207629,CUST-14328,Technical Problem,Low,Escalated,8,5
TKT-207630,CUST-14328,Account Issue,Medium,Resolved,4,10
TKT-207631,CUST-14329,Cancellation Request,High,Escalated,12,4
TKT-207632,CUST-14329,Account Issue,High,Escalated,2,10
TKT-207633,CUST-14329,Speed Problem,Medium,Resolved,7,1
TKT-207634,CUST-14330,Login Issue,High,Resolved,7,10
TKT-207635,CUST-14330,Service Outage,Medium,Closed,7,8
TKT-207636,CUST-14331,Login Issue,Medium,Closed,6,4
TKT-207637,CUST-14331,Speed Problem,Medium,Closed,9,6
TKT-207638,CUST-14331,Cancellation Request,High,Pending,1,4
TKT-207639,CUST-14333,Service Outage,Low,Closed,1,9
TKT-207640,CUST-14334,Account Issue,Low,Escalated,6,7
TKT-207641,CUST-14334,Technical Problem,Low,Closed,7,1
TKT-207642,CUST-14335,Speed Problem,Low,Resolved,2,7
TKT-207643,CUST-14335,Billing Issue,High,Pending,7,2
TKT-207644,CUST-14336,Cancellation Request,Medium,Pending,9,3
TKT-207645,CUST-14337,Speed Problem,Medium,Escalated,5,8
TKT-207646,CUST-14338,Technical Problem,Low,Closed,3,4
TKT-207647,CUST-14338,Speed Problem,Medium,Escalated,7,1
TKT-207648,CUST-14338,Service Outage,High,Resolved,7,5
TKT-207649,CUST-14339,Speed Problem,High,Pending,10,5
TKT-207650,CUST-14339,Account Issue,Low,Escalated,13,1
TKT-207651,CUST-14340,Cancellation Request,Medium,Escalated,4,8
TKT-207652,CUST-14340,Cancellation Request,Medium,Closed,9,6
TKT-207653,CUST-14341,Speed Problem,High,Closed,13,10
TKT-207654,CUST-14341,Account Issue,Medium,Closed,12,3
TKT-207655,CUST-14342,Account Issue,Low,Closed,13,3
TKT-207656,CUST-14342,Account Issue,Medium,Resolved,5,2
TKT-207657,CUST-14342,Service Outage,Low,Escalated,14,1
TKT-207658,CUST-14343,Account Issue,Medium,Pending,3,10
TKT-207659,CUST-14343,Login Issue,Low,Escalated,8,8
TKT-207660,CUST-14343,Feature Request,High,Resolved,3,9
TKT-207661,CUST-14344,Login Issue,Low,Escalated,14,6
TKT-207662,CUST-14344,Technical Problem,High,Closed,4,6
TKT-207663,CUST-14345,Login Issue,Medium,Escalated,12,10
TKT-207664,CUST-14346,Speed Problem,High,Closed,11,6
TKT-207665,CUST-14347,Billing Issue,Low,Resolved,1,9
TKT-207666,CUST-14347,Login Issue,Medium,Resolved,12,10
TKT-207667,CUST-14347,Login Issue,Low,Pending,4,10
TKT-207668,CUST-14348,Billing Issue,High,Closed,7,2
TKT-207669,CUST-14348,Billing Issue,Medium,Escalated,5,8
TKT-207670,CUST-14348,Feature Request,Low,Resolved,1,3
TKT-207671,CUST-14348,Speed Problem,Low,Closed,12,7
TKT-207672,CUST-14348,Service Outage,High,Escalated,10,9
TKT-207673,CUST-14349,Feature Request,High,Resolved,7,10
TKT-207674,CUST-14350,Feature Request,High,Escalated,14,2
TKT-207675,CUST-14350,Service Outage,Medium,Pending,11,9
TKT-207676,CUST-14350,Login Issue,Low,Resolved,8,7
TKT-207677,CUST-14351,Feature Request,High,Resolved,10,6
TKT-207678,CUST-14351,Cancellation Request,Medium,Pending,8,2
TKT-207679,CUST-14353,Account Issue,Low,Escalated,3,8
TKT-207680,CUST-14353,Speed Problem,Medium,Pending,11,7
TKT-207681,CUST-14353,Billing Issue,Low,Escalated,7,2
TKT-207682,CUST-14354,Technical Problem,Medium,Resolved,11,2
TKT-207683,CUST-14354,Service Outage,Medium,Pending,5,4
TKT-207684,CUST-14355,Technical Problem,Low,Pending,5,4
TKT-207685,CUST-14355,Cancellation Request,Medium,Closed,9,3
TKT-207686,CUST-14355,Technical Problem,Medium,Closed,3,10
TKT-207687,CUST-14357,Service Outage,High,Closed,6,10
TKT-207688,CUST-14357,Speed Problem,Low,Closed,14,1
TKT-207689,CUST-14358,Service Outage,Medium,Pending,6,3
TKT-207690,CUST-14359,Speed Problem,Medium,Closed,3,5
TKT-207691,CUST-14360,Speed Problem,Medium,Escalated,14,3
TKT-207692,CUST-14361,Technical Problem,Medium,Closed,13,6
TKT-207693,CUST-14361,Technical Problem,Medium,Closed,14,1
TKT-207694,CUST-14361,Account Issue,High,Escalated,1,7
TKT-207695,CUST-14362,Cancellation Request,Low,Resolved,8,6
TKT-207696,CUST-14363,Speed Problem,High,Pending,11,4
TKT-207697,CUST-14363,Technical Problem,Medium,Closed,6,6
TKT-207698,CUST-14363,Service Outage,High,Escalated,3,10
TKT-207699,CUST-14365,Account Issue,Medium,Pending,1,1
TKT-207700,CUST-14365,Billing Issue,Low,Closed,8,8
TKT-207701,CUST-14366,Login Issue,Medium,Pending,2,10
TKT-207702,CUST-14367,Cancellation Request,Low,Resolved,6,3
TKT-207703,CUST-14367,Technical Problem,Low,Escalated,5,10
TKT-207704,CUST-14367,Technical Problem,High,Pending,10,1
TKT-207705,CUST-14368,Account Issue,High,Closed,4,2
TKT-207706,CUST-14368,Technical Problem,Low,Escalated,4,3
TKT-207707,CUST-14369,Billing Issue,High,Escalated,10,3
TKT-207708,CUST-14369,Service Outage,Medium,Resolved,6,6
TKT-207709,CUST-14369,Service Outage,High,Resolved,14,9
TKT-207710,CUST-14370,Account Issue,High,Escalated,12,8
TKT-207711,CUST-14370,Feature Request,High,Resolved,13,8
TKT-207712,CUST-14370,Login Issue,Medium,Escalated,6,9
TKT-207713,CUST-14372,Service Outage,Medium,Pending,8,4
TKT-207714,CUST-14372,Technical Problem,Medium,Pending,14,8
TKT-207715,CUST-14373,Billing Issue,Low,Pending,13,1
TKT-207716,CUST-14373,Login Issue,High,Resolved,4,10
TKT-207717,CUST-14373,Speed Problem,Medium,Escalated,5,8
TKT-207718,CUST-14373,Feature Request,Low,Escalated,3,1
TKT-207719,CUST-14373,Cancellation Request,High,Escalated,10,6
TKT-207720,CUST-14374,Technical Problem,Low,Escalated,10,7
TKT-207721,CUST-14374,Feature Request,Medium,Pending,8,6
TKT-207722,CUST-14374,Billing Issue,High,Resolved,7,5
TKT-207723,CUST-14375,Account Issue,High,Closed,6,8
TKT-207724,CUST-14375,Billing Issue,High,Escalated,4,10
TKT-207725,CUST-14376,Service Outage,Medium,Resolved,3,2
TKT-207726,CUST-14376,Service Outage,Medium,Resolved,6,9
TKT-207727,CUST-14377,Billing Issue,Medium,Pending,11,10
TKT-207728,CUST-14377,Cancellation Request,Medium,Pending,7,7
TKT-207729,CUST-14377,Cancellation Request,Low,Closed,3,2
TKT-207730,CUST-14379,Billing Issue,Medium,Escalated,12,2
TKT-207731,CUST-14380,Account Issue,Low,Closed,13,1
TKT-207732,CUST-14383,Speed Problem,Low,Escalated,6,10
TKT-207733,CUST-14383,Login Issue,Low,Resolved,1,9
TKT-207734,CUST-14383,Billing Issue,High,Closed,12,2
TKT-207735,CUST-14383,Account Issue,Low,Resolved,10,2
TKT-207736,CUST-14384,Feature Request,High,Pending,3,6
TKT-207737,CUST-14384,Billing Issue,High,Pending,3,6
TKT-207738,CUST-14385,Technical Problem,Low,Pending,14,2
TKT-207739,CUST-14385,Service Outage,Low,Pending,1,8
TKT-207740,CUST-14386,Feature Request,Medium,Closed,2,5
TKT-207741,CUST-14387,Speed Problem,Low,Pending,7,9
TKT-207742,CUST-14388,Feature Request,Low,Closed,14,4
TKT-207743,CUST-14388,Login Issue,Medium,Pending,7,9
TKT-207744,CUST-14389,Cancellation Request,Medium,Resolved,14,8
TKT-207745,CUST-14389,Technical Problem,Low,Resolved,6,8
TKT-207746,CUST-14390,Service Outage,High,Pending,6,9
TKT-207747,CUST-14392,Feature Request,Low,Resolved,10,8
TKT-207748,CUST-14392,Account Issue,Medium,Escalated,9,7
TKT-207749,CUST-14392,Service Outage,Low,Pending,12,3
TKT-207750,CUST-14393,Service Outage,High,Resolved,9,4
TKT-207751,CUST-14393,Login Issue,Medium,Resolved,6,9
TKT-207752,CUST-14393,Feature Request,Low,Resolved,11,10
TKT-207753,CUST-14394,Speed Problem,Low,Resolved,2,4
TKT-207754,CUST-14394,Service Outage,High,Resolved,9,10
TKT-207755,CUST-14396,Billing Issue,Medium,Resolved,1,8
TKT-207756,CUST-14396,Cancellation Request,Medium,Escalated,6,3
TKT-207757,CUST-14397,Account Issue,High,Escalated,2,8
TKT-207758,CUST-14398,Account Issue,Low,Closed,8,5
TKT-207759,CUST-14398,Login Issue,High,Pending,8,6
TKT-207760,CUST-14398,Feature Request,Low,Resolved,7,2
TKT-207761,CUST-14399,Account Issue,High,Resolved,9,3
TKT-207762,CUST-14399,Billing Issue,Low,Pending,8,2
TKT-207763,CUST-14400,Billing Issue,Medium,Resolved,9,10
TKT-207764,CUST-14400,Feature Request,Medium,Pending,8,8
TKT-207765,CUST-14401,Technical Problem,Low,Resolved,7,1
TKT-207766,CUST-14402,Account Issue,Medium,Resolved,9,9
TKT-207767,CUST-14403,Service Outage,Low,Pending,11,5
TKT-207768,CUST-14404,Login Issue,High,Closed,14,9
TKT-207769,CUST-14404,Technical Problem,Low,Escalated,10,1
TKT-207770,CUST-14404,Account Issue,High,Escalated,6,4
TKT-207771,CUST-14404,Speed Problem,Low,Closed,4,5
TKT-207772,CUST-14405,Account Issue,Medium,Closed,7,9
TKT-207773,CUST-14405,Service Outage,Low,Escalated,8,2
TKT-207774,CUST-14406,Cancellation Request,High,Resolved,4,4
TKT-207775,CUST-14406,Technical Problem,Low,Closed,6,7
TKT-207776,CUST-14406,Account Issue,Medium,Resolved,14,6
TKT-207777,CUST-14406,Account Issue,Medium,Closed,8,10
TKT-207778,CUST-14407,Service Outage,Medium,Escalated,3,5
TKT-207779,CUST-14407,Speed Problem,Medium,Pending,9,2
TKT-207780,CUST-14408,Account Issue,High,Closed,2,2
TKT-207781,CUST-14409,Billing Issue,Medium,Closed,1,1
TKT-207782,CUST-14410,Login Issue,Low,Escalated,8,5
TKT-207783,CUST-14410,Account Issue,Low,Escalated,5,8
TKT-207784,CUST-14410,Service Outage,Low,Pending,14,8
TKT-207785,CUST-14411,Feature Request,High,Closed,7,6
TKT-207786,CUST-14411,Billing Issue,Low,Pending,8,10
TKT-207787,CUST-14411,Speed Problem,Low,Closed,13,9
TKT-207788,CUST-14412,Cancellation Request,Medium,Resolved,14,6
TKT-207789,CUST-14412,Login Issue,Medium,Closed,10,8
TKT-207790,CUST-14412,Speed Problem,Low,Closed,6,3
TKT-207791,CUST-14412,Cancellation Request,Low,Pending,8,9
TKT-207792,CUST-14413,Login Issue,Medium,Pending,10,9
TKT-207793,CUST-14413,Technical Problem,Medium,Resolved,11,1
TKT-207794,CUST-14414,Speed Problem,Medium,Closed,11,1
TKT-207795,CUST-14414,Login Issue,Medium,Resolved,5,6
TKT-207796,CUST-14414,Login Issue,Low,Resolved,1,8
TKT-207797,CUST-14415,Cancellation Request,High,Pending,13,7
TKT-207798,CUST-14415,Account Issue,Low,Pending,11,5
TKT-207799,CUST-14415,Technical Problem,Medium,Resolved,14,6
TKT-207800,CUST-14415,Speed Problem,High,Resolved,3,2
TKT-207801,CUST-14415,Technical Problem,Medium,Pending,12,1
TKT-207802,CUST-14416,Technical Problem,High,Resolved,14,5
TKT-207803,CUST-14416,Speed Problem,High,Closed,8,10
TKT-207804,CUST-14417,Cancellation Request,High,Resolved,9,2
TKT-207805,CUST-14417,Service Outage,Medium,Resolved,7,2
TKT-207806,CUST-14417,Service Outage,High,Closed,12,6
TKT-207807,CUST-14418,Login Issue,Low,Resolved,4,7
TKT-207808,CUST-14419,Account Issue,Low,Resolved,7,8
TKT-207809,CUST-14419,Account Issue,High,Pending,8,6
TKT-207810,CUST-14419,Service Outage,Low,Closed,7,5
TKT-207811,CUST-14419,Login Issue,Low,Pending,9,9
TKT-207812,CUST-14419,Feature Request,Medium,Escalated,8,4
TKT-207813,CUST-14419,Cancellation Request,Low,Pending,3,10
TKT-207814,CUST-14420,Feature Request,High,Pending,14,9
TKT-207815,CUST-14421,Service Outage,Low,Closed,13,3
TKT-207816,CUST-14421,Feature Request,Medium,Resolved,7,9
TKT-207817,CUST-14422,Service Outage,High,Closed,7,9
TKT-207818,CUST-14422,Billing Issue,Low,Closed,2,5
TKT-207819,CUST-14423,Feature Request,Medium,Pending,12,9
TKT-207820,CUST-14423,Feature Request,High,Pending,6,4
TKT-207821,CUST-14423,Technical Problem,Medium,Resolved,10,1
TKT-207822,CUST-14425,Account Issue,Low,Resolved,1,9
TKT-207823,CUST-14425,Service Outage,High,Escalated,1,6
TKT-207824,CUST-14425,Speed Problem,Low,Escalated,4,9
TKT-207825,CUST-14426,Speed Problem,Low,Closed,4,5
TKT-207826,CUST-14426,Billing Issue,Medium,Closed,12,7
TKT-207827,CUST-14426,Billing Issue,High,Escalated,3,4
TKT-207828,CUST-14428,Billing Issue,High,Resolved,1,9
TKT-207829,CUST-14428,Billing Issue,High,Escalated,9,2
TKT-207830,CUST-14429,Feature Request,High,Resolved,10,7
TKT-207831,CUST-14430,Account Issue,Low,Closed,9,2
TKT-207832,CUST-14431,Login Issue,High,Resolved,7,9
TKT-207833,CUST-14431,Account Issue,Low,Resolved,3,8
TKT-207834,CUST-14432,Login Issue,Medium,Resolved,2,4
TKT-207835,CUST-14433,Account Issue,Medium,Closed,1,2
TKT-207836,CUST-14433,Login Issue,Medium,Resolved,5,10
TKT-207837,CUST-14433,Speed Problem,Low,Resolved,11,10
TKT-207838,CUST-14434,Technical Problem,Low,Resolved,5,7
TKT-207839,CUST-14434,Billing Issue,Low,Escalated,11,10
TKT-207840,CUST-14434,Speed Problem,High,Escalated,6,10
TKT-207841,CUST-14435,Billing Issue,Medium,Pending,9,2
TKT-207842,CUST-14436,Feature Request,Medium,Closed,9,10
TKT-207843,CUST-14437,Feature Request,High,Resolved,6,2
TKT-207844,CUST-14437,Account Issue,Medium,Pending,3,2
TKT-207845,CUST-14437,Billing Issue,Medium,Escalated,8,10
TKT-207846,CUST-14439,Billing Issue,Low,Escalated,8,10
TKT-207847,CUST-14439,Technical Problem,High,Resolved,10,4
TKT-207848,CUST-14441,Technical Problem,Low,Resolved,12,6
TKT-207849,CUST-14441,Account Issue,High,Resolved,9,5
TKT-207850,CUST-14442,Technical Problem,High,Closed,1,9
TKT-207851,CUST-14442,Account Issue,Medium,Pending,10,5
TKT-207852,CUST-14442,Billing Issue,Medium,Pending,10,4
TKT-207853,CUST-14442,Cancellation Request,Low,Closed,10,3
TKT-207854,CUST-14443,Service Outage,Medium,Resolved,3,6
TKT-207855,CUST-14444,Service Outage,Medium,Resolved,8,8
TKT-207856,CUST-14445,Technical Problem,Medium,Escalated,12,1
TKT-207857,CUST-14445,Cancellation Request,Low,Pending,13,6
TKT-207858,CUST-14446,Account Issue,High,Escalated,13,7
TKT-207859,CUST-14448,Speed Problem,Medium,Pending,4,3
TKT-207860,CUST-14449,Account Issue,High,Closed,9,3
TKT-207861,CUST-14450,Account Issue,Medium,Closed,2,10
TKT-207862,CUST-14451,Speed Problem,Medium,Closed,12,1
TKT-207863,CUST-14452,Feature Request,High,Escalated,10,6
TKT-207864,CUST-14453,Service Outage,Medium,Escalated,14,4
TKT-207865,CUST-14453,Feature Request,Low,Closed,8,9
TKT-207866,CUST-14454,Billing Issue,Medium,Closed,14,10
TKT-207867,CUST-14454,Cancellation Request,Low,Pending,10,6
TKT-207868,CUST-14454,Speed Problem,Low,Resolved,3,8
TKT-207869,CUST-14455,Cancellation Request,Low,Pending,9,6
TKT-207870,CUST-14455,Speed Problem,High,Pending,3,6
TKT-207871,CUST-14455,Speed Problem,Low,Closed,10,2
TKT-207872,CUST-14456,Service Outage,High,Escalated,12,5
TKT-207873,CUST-14456,Cancellation Request,Low,Escalated,1,7
TKT-207874,CUST-14457,Speed Problem,Low,Pending,9,6
TKT-207875,CUST-14457,Feature Request,Medium,Resolved,3,6
TKT-207876,CUST-14458,Account Issue,High,Pending,10,6
TKT-207877,CUST-14458,Account Issue,Low,Pending,1,10
TKT-207878,CUST-14458,Cancellation Request,High,Closed,7,6
TKT-207879,CUST-14459,Billing Issue,Medium,Escalated,4,9
TKT-207880,CUST-14460,Login Issue,Low,Resolved,3,7
TKT-207881,CUST-14460,Speed Problem,Low,Escalated,14,3
TKT-207882,CUST-14462,Account Issue,Medium,Escalated,5,5
TKT-207883,CUST-14462,Service Outage,High,Pending,6,2
TKT-207884,CUST-14462,Service Outage,Low,Pending,4,9
TKT-207885,CUST-14463,Cancellation Request,Medium,Escalated,13,4
TKT-207886,CUST-14463,Billing Issue,Medium,Pending,10,8
TKT-207887,CUST-14463,Technical Problem,Medium,Pending,5,6
TKT-207888,CUST-14463,Billing Issue,High,Resolved,12,2
TKT-207889,CUST-14464,Login Issue,High,Closed,7,8
TKT-207890,CUST-14464,Login Issue,Low,Pending,2,10
TKT-207891,CUST-14464,Account Issue,Medium,Resolved,7,4
TKT-207892,CUST-14465,Feature Request,Medium,Escalated,1,8
TKT-207893,CUST-14466,Service Outage,Low,Closed,3,1
TKT-207894,CUST-14468,Cancellation Request,Low,Resolved,13,6
TKT-207895,CUST-14468,Feature Request,High,Pending,11,2
TKT-207896,CUST-14468,Billing Issue,Medium,Closed,11,7
